id,tanggal,tipe_mesin,kode_error,gejala (pisahkan dengan ';'),jenis_kerusakan (label),komponen_utama,tindakan_perbaikan,konfirmasi_teknisi (Y/N),catatan
173,2026-02-02,Canon iRA 4051,E602-0123,Error in /FSTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
174,2026-02-02,Canon iRA 4051,E602-0124,Error in /FSTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
175,2026-02-02,Canon iRA 4051,E602-0125,Error in /FSTDEV.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
176,2026-02-02,Canon iRA 4051,E602-0200,Error in /IMG_MNG.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
177,2026-02-02,Canon iRA 4051,E602-0201,Error in /IMG_MNG.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
178,2026-02-02,Canon iRA 4051,E602-0202,Error in /IMG_MNG.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
179,2026-02-02,Canon iRA 4051,E602-0203,Error in /IMG_MNG.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
180,2026-02-02,Canon iRA 4051,E602-0204,Error in /IMG_MNG.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-22 7-22Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
181,2026-02-02,Canon iRA 4051,E602-0205,Error in /IMG_MNG.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
182,2026-02-02,Canon iRA 4051,E602-0210,Error in /IMG_MNG.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
183,2026-02-02,Canon iRA 4051,E602-0211,Error in /IMG_MNG.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
184,2026-02-02,Canon iRA 4051,E602-0212,Error in /IMG_MNG.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
185,2026-02-02,Canon iRA 4051,E602-0213,Error in /IMG_MNG.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.; 1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
186,2026-02-02,Canon iRA 4051,E602-0214,Error in /IMG_MNG.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
187,2026-02-02,Canon iRA 4051,E602-0215,Error in /IMG_MNG.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
188,2026-02-02,Canon iRA 4051,E602-0221,Error in /IMG_MNG.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-23 7-23Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
189,2026-02-02,Canon iRA 4051,E602-0222,Error in /IMG_MNG.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
190,2026-02-02,Canon iRA 4051,E602-0223,Error in /IMG_MNG.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
191,2026-02-02,Canon iRA 4051,E602-0224,Error in /IMG_MNG.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
192,2026-02-02,Canon iRA 4051,E602-0225,Error in /IMG_MNG.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
193,2026-02-02,Canon iRA 4051,E602-0300,Error in /IMG_MNG.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
194,2026-02-02,Canon iRA 4051,E602-0301,Error in /FSTCDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
195,2026-02-02,Canon iRA 4051,E602-0302,Error in /FSTCDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
196,2026-02-02,Canon iRA 4051,E602-0303,Error in /FSTCDEV.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
